GRBa,GRB X-ray position,Error,Instrument,IPNb,XAb,OTb,RAb,IAUC,zc,position,sod,seen_by_fermi,name
090424,12h38m09s +16° 50',3,Swift,y,y,y,y,,0.544,"<SkyCoord (ICRS): (ra, dec) in deg
    (189.5375, 16.83333333)>",51129.33,True,bn090424592
090423,09h55m35s +18° 07',3,Swift,y,y,y,y,,8.26,"<SkyCoord (ICRS): (ra, dec) in deg
    (148.89583333, 18.11666667)>",28519.34,True,bn090423330
090422,19h39m01s +40° 23',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (294.75416667, 40.38333333)>",12916.6,True,bn090422150
090419,13h07m54s -75° 36',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (196.975, -75.6)>",12916.6,False,
090418B,15h03m38s +17° 13',2,Swift,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (225.90833333, 17.21666667)>",12916.6,False,
090418,17h57m20s +33° 25',3,Swift,,y,y,y,,1.608,"<SkyCoord (ICRS): (ra, dec) in deg
    (269.33333333, 33.41666667)>",12916.6,False,
090417B,13h58m49s +47° 00',3,Swift,,y,,,,0.345,"<SkyCoord (ICRS): (ra, dec) in deg
    (209.70416667, 47.)>",12916.6,False,
090417S,02h19m59s -07° 11',3,Swift,,,,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (34.99583333, -7.18333333)>",12916.6,False,
090410,22h19m55s +15° 28',3,Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (334.97916667, 15.46666667)>",12916.6,False,
090407,04h35m50s -12° 40',3,Swift,,y,,,,1.4485,"<SkyCoord (ICRS): (ra, dec) in deg
    (68.95833333, -12.66666667)>",12916.6,False,
090404,15h56m52s +35° 30',3,Swift,,y,,,,3.0ph,"<SkyCoord (ICRS): (ra, dec) in deg
    (239.21666667, 35.5)>",12916.6,False,
090401B,06h20m24s -08° 58',3,Swift,y,y,y,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (95.1, -8.96666667)>",12916.6,False,
090401,23h23m38s +29° 46',3,Swift,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (350.90833333, 29.76666667)>",12916.6,False,
090328,06h03m29s -41° 57',9,Fermi,y,y,y,y,,0.736,"<SkyCoord (ICRS): (ra, dec) in deg
    (90.87083333, -41.95)>",12916.6,False,
090324,17h08m43s -48° 09',3,AGILE,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (257.17916667, -48.15)>",12916.6,False,
090323,12h42m46s +17° 05',8,Fermi,y,y,y,y,,3.57,"<SkyCoord (ICRS): (ra, dec) in deg
    (190.69166667, 17.08333333)>",12916.6,False,
090313,13h13m35s +08° 06',3,Swift,,y,y,y,,3.375,"<SkyCoord (ICRS): (ra, dec) in deg
    (198.39583333, 8.1)>",12916.6,False,
090309,18h59m55s -25° 16',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (284.97916667, -25.26666667)>",12916.6,False,
090308,12h14m06s -48° 53',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (183.525, -48.88333333)>",12916.6,False,
090307,16h19m55s -28° 39',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (244.97916667, -28.65)>",12916.6,False,
090306B,15h24m49s -06° 57',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (231.20416667, -6.95)>",12916.6,False,
090305S,16h07m02s -31° 34',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (241.75833333, -31.56666667)>",12916.6,False,
090301,22h32m34s +26° 39',3,Swift,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (338.14166667, 26.65)>",12916.6,False,
090217,13h39m36s -08° 24',31,Fermi,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (204.9, -8.4)>",12916.6,False,
090205,14h43m42s -27° 52',3,Swift,,y,y,n,,4.6497,"<SkyCoord (ICRS): (ra, dec) in deg
    (220.925, -27.86666667)>",12916.6,False,
090201,06h08m07s -46° 35',3,Swift,y,y,,n,,2.100,"<SkyCoord (ICRS): (ra, dec) in deg
    (92.02916667, -46.58333333)>",12916.6,False,
090129,17h56m22s -32° 50',3,Swift,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (269.09166667, -32.83333333)>",76035.42,True,bn090129880
090126,00h15m23s +81° 22',3,AGILE,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (3.84583333, 81.36666667)>",76035.42,False,
090123,00h27m06s -23° 31',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (6.775, -23.51666667)>",76035.42,False,
090118,03h19m28s +18° 29',3.7,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (49.86666667, 18.48333333)>",76035.42,False,
090117,10h56m01s -58° 15',3,AGILE,y,y,,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (164.00416667, -58.25)>",55321.05,True,bn090117640
090113,02h08m18s +33° 27',3,Swift,,y,y,,,1.7493,"<SkyCoord (ICRS): (ra, dec) in deg
    (32.075, 33.45)>",67240.84,True,bn090113778
090111,16h46m35s +00° 05',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (251.64583333, 0.08333333)>",67240.84,False,
090107B,18h59m15s +59° 36',3,INTEGRAL,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (284.8125, 59.6)>",58842.77,True,bn090107681
090107,20h09m42s +04° 44',3,Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (302.425, 4.73333333)>",58842.77,False,
090102,08h33m02s +33° 05',3,Swift,y,y,y,n,,1.547,"<SkyCoord (ICRS): (ra, dec) in deg
    (128.25833333, 33.08333333)>",10530.85,True,bn090102122
081230,02h29m16s -25° 08',3,Swift,,y,y,,,2.0ph,"<SkyCoord (ICRS): (ra, dec) in deg
    (37.31666667, -25.13333333)>",10530.85,False,
081228,02h37m52s +30° 51',3,Swift,,y,y,,,3.44ph,"<SkyCoord (ICRS): (ra, dec) in deg
    (39.46666667, 30.85)>",10530.85,False,
081226BS,01h41m51s -47° 25',3,INTEGRAL,y,n,,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (25.4625, -47.41666667)>",10530.85,False,
081226S,08h02m06s -69° 00',3,Swift,y,y,,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (120.525, -69.)>",10530.85,False,
081222,01h31m00s -34° 08',3,Swift,y,y,y,,,2.77,"<SkyCoord (ICRS): (ra, dec) in deg
    (22.75, -34.13333333)>",17639.97,True,bn081222204
081221,01h03m13s -24° 32',3,Swift,y,y,y,y,,2.26,"<SkyCoord (ICRS): (ra, dec) in deg
    (15.80416667, -24.53333333)>",58871.84,True,bn081221681
081211B,11h12m55s +53° 51',7,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (168.22916667, 53.85)>",58871.84,False,
081211,21h52m21s -33° 49',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (328.0875, -33.81666667)>",58871.84,False,
081210,04h41m50s -11° 16',3,Swift,,y,y,,,2.0631,"<SkyCoord (ICRS): (ra, dec) in deg
    (70.45833333, -11.26666667)>",58871.84,False,
081204,23h18m52s -60° 10',3,INTEGRAL,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (349.71666667, -60.16666667)>",58871.84,False,
081203B,15h15m10s +44° 26',3,Swift,y,y,y,y,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (228.79166667, 44.43333333)>",58871.84,False,
081203,15h32m08s +63° 30',3,Swift,y,y,y,n,,2.05,"<SkyCoord (ICRS): (ra, dec) in deg
    (233.03333333, 63.5)>",58871.84,False,
081128,01h23m12s +38° 07',3,Swift,,y,y,,,<4,"<SkyCoord (ICRS): (ra, dec) in deg
    (20.8, 38.11666667)>",58871.84,False,
081127,22h08m22s +06° 52',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (332.09166667, 6.86666667)>",58871.84,False,
081126,21h34m10s +48° 43',3,Swift,y,y,y,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (323.54166667, 48.71666667)>",77650.28,True,bn081126899
081121,05h57m03s -60° 38',3,Swift,y,y,y,,,2.512,"<SkyCoord (ICRS): (ra, dec) in deg
    (89.2625, -60.63333333)>",74127.75,True,bn081121858
081118,05h30m22s -43° 18',3,Swift,,y,y,,,2.58,"<SkyCoord (ICRS): (ra, dec) in deg
    (82.59166667, -43.3)>",74127.75,False,
081109,22h03m09s -54° 43',3,Swift,,y,y,n,,0.9787,"<SkyCoord (ICRS): (ra, dec) in deg
    (330.7875, -54.71666667)>",25326.61,True,bn081109293
081105,00h15m52s +03° 27',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (3.96666667, 3.45)>",25326.61,False,
081104,06h41m56s -54° 44',3,Swift,,y,,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (100.48333333, -54.73333333)>",25326.61,False,
081102,22h04m44s +53° 00',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (331.18333333, 53.)>",63861.6,True,bn081102739
081101S,06h23m18s -00° 05',3,Swift,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (95.825, -0.08333333)>",63861.6,False,
081029,23h06m49s -68° 10',3,Swift,,y,y,,,3.8479,"<SkyCoord (ICRS): (ra, dec) in deg
    (346.70416667, -68.16666667)>",63861.6,False,
081028,08h07m34s +02° 19',3,Swift,,y,y,,,3.038,"<SkyCoord (ICRS): (ra, dec) in deg
    (121.89166667, 2.31666667)>",63861.6,False,
081025,16h21m12s +60° 28',3,Swift,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (245.3, 60.46666667)>",30196.18,True,bn081025349
081024B,21h31m36s +21° 12',9.'6,Fermi,y,,,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (322.9, 21.2)>",30196.18,False,
081024,01h51m36s +61° 21',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (27.9, 61.35)>",21189.01,True,bn081024245
081022,15h06m28s +12° 25',3,Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (226.61666667, 12.41666667)>",21189.01,False,
081017,15h20m43s -32° 49',3,Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (230.17916667, -32.81666667)>",21189.01,False,
081016B,00h58m28s -43° 33',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (14.61666667, -43.55)>",21189.01,False,
081016,17h02m16s -23° 20',2.'6,INTEGRAL,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.56666667, -23.33333333)>",21189.01,False,
081012,02h00m52s -17° 38',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (30.21666667, -17.63333333)>",47423.9,True,bn081012549
081011,14h41m27s +33° 36',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (220.3625, 33.6)>",47423.9,False,
081008,18h39m57s -57° 28',3,Swift,,y,y,n,,1.9685,"<SkyCoord (ICRS): (ra, dec) in deg
    (279.9875, -57.46666667)>",47423.9,False,
081007,22h39m54s -40° 08',3,Swift,y,y,y,y,,0.5295,"<SkyCoord (ICRS): (ra, dec) in deg
    (339.975, -40.13333333)>",19432.74,True,bn081007224
081003B,19h00m28s +16° 41',3,INTEGRAL,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (285.11666667, 16.68333333)>",19432.74,False,
081003,17h29m30s +16° 34',2,INTEGRAL,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (262.375, 16.56666667)>",19432.74,False,
081001,18h26m18s -08° 45',3,AGILE,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (276.575, -8.75)>",19432.74,False,
080928,06h20m20s -55° 10',3,Swift,y,y,y,,,1.692,"<SkyCoord (ICRS): (ra, dec) in deg
    (95.08333333, -55.16666667)>",54092.86,True,bn080928628
080922,18h03m23s -22° 29',2.'7,INTEGRAL,,n,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (270.84583333, -22.48333333)>",54092.86,False,
080919S,17h41m09s -42° 24',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (265.2875, -42.4)>",54092.86,False,
080916C,07h59m31s -56° 35',10',Fermi,y,y,y,,,4.35ph,"<SkyCoord (ICRS): (ra, dec) in deg
    (119.87916667, -56.58333333)>",54092.86,False,
080916B,10h54m30s +69° 03',3',Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (163.625, 69.05)>",54092.86,False,
080916,22h25m12s -57° 01',3',Swift,y,y,y,,,0.689,"<SkyCoord (ICRS): (ra, dec) in deg
    (336.3, -57.01666667)>",35120.61,True,bn080916406
080915B,14h12m19s -11° 28',3',Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (213.07916667, -11.46666667)>",35120.61,False,
080915,01h12m01s -76° 01',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (18.00416667, -76.01666667)>",35120.61,False,
080913,04h22m54s  -25° 07',3',Swift,y,y,y,,,6.695,"<SkyCoord (ICRS): (ra, dec) in deg
    (65.725, -25.)>",35120.61,False,
080906,15h11m34s -80° 29',3',Swift,,y,y,,,2.1ph,"<SkyCoord (ICRS): (ra, dec) in deg
    (227.89166667, -80.48333333)>",35120.61,False,
080905B,20h06m53s -62° 34',3',Swift,y,y,y,,,2.374,"<SkyCoord (ICRS): (ra, dec) in deg
    (301.72083333, -62.56666667)>",60945.4,True,bn080905705
080905S,19h10m39s -18° 53',3',Swift,y,y,y,,,0.1218h,"<SkyCoord (ICRS): (ra, dec) in deg
    (287.6625, -18.88333333)>",60945.4,False,
080903,05h47m11s  +51° 20',3',Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (86.79583333, 51.)>",60945.4,False,
080828,13h18m31s  -65° 56',3',AGILE,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (199.62916667, -65.)>",60945.4,False,
080825B,13h57m08s  -68° 57',3',AGILE,y,y,y,,,4.3ph,"<SkyCoord (ICRS): (ra, dec) in deg
    (209.28333333, -68.)>",60945.4,False,
080822B,04h13m59s  +25° 45',3',Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (63.49583333, 25.)>",60945.4,False,
080810,23h47m07s  +00° 19',3',Swift,y,y,y,y,,3.35,"<SkyCoord (ICRS): (ra, dec) in deg
    (356.77916667, 0.)>",60945.4,False,
080805,20h56m55s  -62° 26',3',Swift,,y,y,,,1.505,"<SkyCoord (ICRS): (ra, dec) in deg
    (314.22916667, -62.)>",60945.4,False,
080804,21h54m48s  -53° 12',3',Swift,y,y,y,,,2.2045,"<SkyCoord (ICRS): (ra, dec) in deg
    (328.7, -53.)>",60945.4,False,
080802,18h02m54s  -32° 20',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (270.725, -32.)>",60945.4,False,
080727C,02h10m35s  +64° 09',3',Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (32.64583333, 64.)>",60945.4,False,
080727B,18h27m29s  +01° 10',3',Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (276.87083333, 1.)>",60945.4,False,
080727,13h53m33s  -18° 33',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (208.3875, -18.)>",60945.4,False,
080726,01h21m35s  +13° 55',5',AGILE,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (20.39583333, 13.)>",60945.4,False,
080725,08h06m52s  -13° 59',3',Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (121.71666667, -13.)>",60945.4,False,
080723B,11h47m10s  -60° 14',3',INTEGRAL,y,y,,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (176.79166667, -60.)>",60945.4,False,
080723,18h18m03s  -06° 55',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (274.5125, -6.)>",60945.4,False,
080721,14h57m53s  -11° 43',3',Swift,y,y,y,n,,2.591,"<SkyCoord (ICRS): (ra, dec) in deg
    (224.47083333, -11.)>",60945.4,False,
080714,12h32m26s  -60° 17',3',Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (188.10833333, -60.)>",60945.4,False,
080710,00h33m02s  +19° 30',3',Swift,,y,y,,,0.845,"<SkyCoord (ICRS): (ra, dec) in deg
    (8.25833333, 19.)>",60945.4,False,
080707,02h10m32s  +33° 09',3',Swift,,y,y,,,1.23,"<SkyCoord (ICRS): (ra, dec) in deg
    (32.63333333, 33.)>",60945.4,False,
080703B,16h58m22s  -59° 39',7.5',Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.59166667, -59.)>",60945.4,False,
080703,06h47m28s  -63° 13',3',Swift,,y,y,,,<5.5,"<SkyCoord (ICRS): (ra, dec) in deg
    (101.86666667, -63.)>",60945.4,False,
080702B,23h42m24s  -05° 29',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (355.6, -5.)>",60945.4,False,
080702S,20h51m25s  +72° 18',3',Swift,,y,,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (312.85416667, 72.)>",60945.4,False,
080701,03h03m21s  +75° 29',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (45.8375, 75.)>",60945.4,False,
080625,19h53m46s  +56° 16',3',AGILE,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (298.44166667, 56.)>",60945.4,False,
080623,15h50m38s  -62° 02',3',Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (237.65833333, -62.)>",60945.4,False,
080613B,11h35m11s  -07° 06',3',Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (173.79583333, -7.)>",60945.4,False,
080613,14h13m01s  +05° 09',2.8',INTEGRAL,,y,y,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (213.25416667, 5.)>",60945.4,False,
080607,12h59m52s  +15° 54',3',Swift,y,y,y,,,3.036,"<SkyCoord (ICRS): (ra, dec) in deg
    (194.96666667, 15.)>",60945.4,False,
080605,17h28m31s  +04° 00',3',Swift,y,y,y,,,1.6398,"<SkyCoord (ICRS): (ra, dec) in deg
    (262.12916667, 4.)>",60945.4,False,
080604,15h47m53s  +20° 33',3',Swift,,y,y,n,,1.416,"<SkyCoord (ICRS): (ra, dec) in deg
    (236.97083333, 20.)>",60945.4,False,
080603B,11h46m07s  +68° 05',3',Swift,y,y,y,n,,2.69,"<SkyCoord (ICRS): (ra, dec) in deg
    (176.52916667, 68.)>",60945.4,False,
080603,18h37m31s  +62° 44',3',INTEGRAL,,y,y,y,,1.688,"<SkyCoord (ICRS): (ra, dec) in deg
    (279.37916667, 62.)>",60945.4,False,
080602,01h16m41s  -09° 15',3',Swift,y,y,n,,,1.8204,"<SkyCoord (ICRS): (ra, dec) in deg
    (19.17083333, -9.)>",60945.4,False,
080523,01h22m56s  -64° 03',3',Swift,,y,y,n,,<3.0,"<SkyCoord (ICRS): (ra, dec) in deg
    (20.73333333, -64.)>",60945.4,False,
080520,18h40m46s  -55° 00',3',Swift,,y,y,n,,1.545,"<SkyCoord (ICRS): (ra, dec) in deg
    (280.19166667, -55.)>",60945.4,False,
080517,06h49m01s  +50° 44',3',Swift,,y,,,,0.089,"<SkyCoord (ICRS): (ra, dec) in deg
    (102.25416667, 50.)>",60945.4,False,
080516,08h02m31s  -26° 11',3',Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (120.62916667, -26.)>",60945.4,False,
080515X,00h12m36s  +32° 36',3',Swift,,y,y,,,2.47,"<SkyCoord (ICRS): (ra, dec) in deg
    (3.15, 32.)>",60945.4,False,
080514B,21h31m17s  +00° 44',17'*6',AGILE/IPN,y,y,y,,,1.8ph,"<SkyCoord (ICRS): (ra, dec) in deg
    (322.82083333, 0.)>",60945.4,False,
080507,15h34m53s  +56° 25',3',AGILE,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (233.72083333, 56.)>",60945.4,False,
080506,21h57m44s  +39° 00',3',Swift,,y,y,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (329.43333333, 39.)>",60945.4,False,
080503S,19h06m28s  +68° 47',3',Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (286.61666667, 68.)>",60945.4,False,
080430,11h01m17s  +51° 41',3',Swift,,y,y,n,,0.767,"<SkyCoord (ICRS): (ra, dec) in deg
    (165.32083333, 51.)>",60945.4,False,
080426,01h46m18s  +69° 29',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (26.575, 69.)>",60945.4,False,
080414,18h08m30s  -18° 52',2',INTEGRAL,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (272.125, -18.)>",60945.4,False,
080413B,21h44m32s  -19° 58',3',Swift,y,y,y,n,,1.10,"<SkyCoord (ICRS): (ra, dec) in deg
    (326.13333333, -19.)>",60945.4,False,
080413,19h09m10s  -27° 41',3',Swift,y,y,y,,,2.433,"<SkyCoord (ICRS): (ra, dec) in deg
    (287.29166667, -27.)>",60945.4,False,
080411,02h32m04s  -71° 20',3',Swift,y,y,y,n,,1.03,"<SkyCoord (ICRS): (ra, dec) in deg
    (38.01666667, -71.)>",60945.4,False,
080409,05h37m20s  +05° 05',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (84.33333333, 5.)>",60945.4,False,
080408,07h38m43s  +33° 18',3',AGILE,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (114.67916667, 33.)>",60945.4,False,
080405,10h50m23s  -04° 15',3',Swift,y,y?,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (162.59583333, -4.)>",60945.4,False,
080330,11h17m12s  +30° 34',3',Swift,,y,y,,,1.51,"<SkyCoord (ICRS): (ra, dec) in deg
    (169.3, 30.)>",60945.4,False,
080328,05h21m55s  +47° 31',3',Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (80.47916667, 47.)>",60945.4,False,
080325,18h31m35s  +36° 31',3',Swift,,y,y,,,1.78,"<SkyCoord (ICRS): (ra, dec) in deg
    (277.89583333, 36.)>",60945.4,False,
080320,11h51m07s  +57° 09',3',Swift,,y,y,,,<6.4,"<SkyCoord (ICRS): (ra, dec) in deg
    (177.77916667, 57.)>",60945.4,False,
080319D,06h37m55s  +23° 56',3',Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (99.47916667, 23.)>",60945.4,False,
080319C,17h15m54s  +55° 25',3',Swift,y,y,y,,,1.95,"<SkyCoord (ICRS): (ra, dec) in deg
    (258.975, 55.)>",60945.4,False,
080319B,14h31m42s  +36° 18',3',Swift,y,y,y,y,,0.937,"<SkyCoord (ICRS): (ra, dec) in deg
    (217.925, 36.)>",60945.4,False,
080319,13h45m25s  +44° 05',3',Swift,,y,y,,,2.0265,"<SkyCoord (ICRS): (ra, dec) in deg
    (206.35416667, 44.)>",60945.4,False,
080315,10h20m44s  +41° 44',3',Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (155.18333333, 41.)>",60945.4,False,
080310,14h40m19s  -00° 10',3',Swift,,y,y,,,2.42,"<SkyCoord (ICRS): (ra, dec) in deg
    (220.07916667, -0.)>",60945.4,False,
080307,09h06m32s  +35° 10',3',Swift,,y,n,,,<6.1,"<SkyCoord (ICRS): (ra, dec) in deg
    (136.63333333, 35.)>",60945.4,False,
080303,07h28m18s  -70° 14',3',Swift,,y,y,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.075, -70.)>",60945.4,False,
080229B,13h16m53s  -64° 53',3',AGILE,,,,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (199.22083333, -64.)>",60945.4,False,
080229,15h12m52s  -14° 43',3',Swift,,y,,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (228.21666667, -14.)>",60945.4,False,
080218BX,11h51m48s  -53° 06',3',Swift,,y,,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (177.95, -53.)>",60945.4,False,
080218,23h43m41s  +12° 10',3',Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (355.92083333, 12.)>",60945.4,False,
080212,15h24m26s  -22° 45',3',Swift,,y,y,n,,<3.5,"<SkyCoord (ICRS): (ra, dec) in deg
    (231.10833333, -22.)>",60945.4,False,
080211,02h55m52s  +60° 02',65'x6',IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (43.96666667, 60.)>",60945.4,False,
080210,16h45m05s  +13° 50',3',Swift,,y,y,n,,2.641,"<SkyCoord (ICRS): (ra, dec) in deg
    (251.27083333, 13.)>",60945.4,False,
080207,13h50m03s  +07° 31',3',Swift,,y,,,,2.0858,"<SkyCoord (ICRS): (ra, dec) in deg
    (207.5125, 7.)>",60945.4,False,
080205,06h32m53s  +62° 46',3',Swift,,y,y,n,,2.72ph,"<SkyCoord (ICRS): (ra, dec) in deg
    (98.22083333, 62.)>",60945.4,False,
080130,17h26m42s  -53° 11',3',Swift,,y,,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (261.675, -53.)>",60945.4,False,
080129,07h01m07s  -07° 50',3',Swift,,y,y,,,4.349,"<SkyCoord (ICRS): (ra, dec) in deg
    (105.27916667, -7.)>",60945.4,False,
080123S,22h35m43s  -64° 53',3',Swift,y,y,,,,0.495h,"<SkyCoord (ICRS): (ra, dec) in deg
    (338.92916667, -64.)>",60945.4,False,
080122,12h45m24s  +27° 01',100'*10',IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (191.35, 27.)>",60945.4,False,
080121,09h08m56s  +41° 50',3',Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (137.23333333, 41.)>",60945.4,False,
080120,15h01m09s -10° 54',3.1',INTEGRAL,,y,y,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (225.2875, -10.9)>",60945.4,False,
071227S,03h52m29s -55° 57',3',Swift,y,y,y,,,0.383h,"<SkyCoord (ICRS): (ra, dec) in deg
    (58.12083333, -55.95)>",60945.4,False,
071129,14h40m22s -26° 42',3',Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (220.09166667, -26.7)>",60945.4,False,
071122,18h26m20s  +47° 04',3',Swift,,y,y,y,,1.14,"<SkyCoord (ICRS): (ra, dec) in deg
    (276.58333333, 47.)>",60945.4,False,
071118,19h59m16s  +70° 06',3',Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (299.81666667, 70.)>",60945.4,False,
071117,22h20m38s  -63° 26',3',Swift,y,y,y,,,1.331,"<SkyCoord (ICRS): (ra, dec) in deg
    (335.15833333, -63.)>",60945.4,False,
071112C,02h36m53s  +28° 23',3',Swift,,y,y,n,,0.823,"<SkyCoord (ICRS): (ra, dec) in deg
    (39.22083333, 28.)>",60945.4,False,
071112B,17h21m13s  -80° 53',3',Swift,,n,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (260.30416667, -80.)>",60945.4,False,
071109,19h19m39s  +02° 03',3',INTEGRAL,,,,y?,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (289.9125, 2.)>",60945.4,False,
